"player_name_pfr","college_combine","Ht","Wt","X40yd","Vertical","Bench","Broad_Jump","X3Cone","Shuttle","pos_combine","combine_yr","Pick","Career_AV_New","draft_dummy"
"Jacob Ford","Central Arkansas",76,249,4.65,NA,19,NA,NA,NA,"DE",2007,204,10,1
"Jacoby Jones","Lane (TN)",75,210,4.5,34,NA,129,7.03,4.31,"WR",2007,73,31,1
"Jamaal Anderson","Arkansas",77,288,4.75,NA,NA,NA,NA,NA,"DE",2007,8,21,1
"James Jones","San Jose State",73,207,4.54,34,22,119,7.06,4.2,"WR",2007,78,46,1
"James Marten","Boston Col.",79,309,5.08,30.5,NA,100,7.68,4.54,"OT",2007,67,1,1
"Jared Retkofsky","TCU",77,265,4.91,NA,NA,NA,NA,NA,"LS",2007,300,0,0
"Jared Zabransky","Boise State",74,219,4.56,35.5,NA,111,6.78,4.08,"QB",2007,300,0,0
"Jarrett Hicks","Texas Tech",75,210,4.67,34.5,NA,120,NA,NA,"WR",2007,300,0,0
"Jarvis Moss","Florida",78,250,4.7,30.5,16,120,NA,NA,"DE",2007,17,4,1
"Jason Hill","Washington State",72,204,4.32,37,NA,123,7.02,4.22,"WR",2007,76,10,1
"Jason Snelling","Virginia",71,230,4.79,30,NA,111,7.06,4.37,"FB",2007,244,22,1
"Jay Alford","Penn State",75,304,5.17,25.5,NA,103,7.81,4.83,"DT",2007,81,5,1
"Jay Moore","Nebraska",77,274,4.92,34,26,118,7.19,4.35,"DE",2007,104,0,1
"Jay Richardson","Ohio State",78,279,5,33,20,112,7.5,4.54,"DE",2007,138,13,1
"Jayson Swain","Tennessee",72,212,4.63,33,NA,NA,NA,NA,"WR",2007,300,0,0
"Jeff Rowe","Nevada",77,226,4.91,29.5,NA,114,7.16,4.42,"QB",2007,151,1,1
"Jemalle Cornelius","Florida",71,184,4.57,34.5,NA,123,6.99,4.3,"WR",2007,300,0,0
"Jerard Rabb","Boise State",74,201,4.58,36.5,NA,125,6.99,4.19,"WR",2007,300,0,0
"Jeremy Clark","Alabama",74,309,5.02,29,29,104,7.78,4.82,"DT",2007,300,0,0
"Jermon Bushrod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,125,68,1
"Jesse Ainsworth","Arizona State",75,218,4.75,NA,NA,NA,NA,NA,"K",2007,300,0,0
"Joe Cohen","Florida",74,313,5.1,26,34,NA,NA,NA,"DT",2007,135,1,1
"Joe Newton","Oregon State",79,257,4.89,31,20,109,7.35,4.57,"TE",2007,300,0,0
"Joe Staley","Central Michigan",78,306,4.79,NA,27,NA,NA,NA,"OT",2007,28,90,1
"Joe Thomas","Wisconsin",79,311,4.92,33,28,110,7.95,4.88,"OT",2007,3,92,1
"Joel Filani","Texas Tech",74,211,4.57,32.5,17,117,NA,NA,"WR",2007,188,0,1
"John Beck","BYU",74,215,4.75,29.5,NA,111,6.81,4.17,"QB",2007,40,5,1
"John Bowie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,110,1,1
"John Broussard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,229,3,1
"John Stocco","Wisconsin",74,207,5.08,27,NA,104,7.29,4.6,"QB",2007,300,0,0
"John Wendling","Wyoming",73,222,4.48,38.5,22,129,6.96,4.16,"S",2007,184,8,1
"Johnnie Lee Higgins","Texas-El Paso",71,186,4.48,36.5,NA,122,6.62,4.32,"WR",2007,99,10,1
"Johnny Baldwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,158,1,1
"Jon Abbate","Wake Forest",70,231,5,38.5,26,115,7.12,4.33,"ILB",2007,300,0,0
"Jon Beason","Miami (FL)",72,237,4.72,NA,19,111,NA,NA,"OLB",2007,25,56,1
"Jon Cornish","Kansas",71,206,4.62,34,NA,118,7.09,NA,"RB",2007,300,0,0
"Jonathan Wade","Tennessee",70,195,4.36,40.5,NA,126,7.07,4.4,"CB",2007,84,8,1
"Jonny Harline","BYU",76,248,4.84,28.5,15,106,7.05,4.68,"TE",2007,300,0,0
"Jordan Kent","Oregon",76,217,4.49,NA,NA,NA,NA,NA,"WR",2007,210,1,1
"Jordan Palmer","Texas-El Paso",78,231,4.98,30.5,NA,104,7.32,4.58,"QB",2007,205,1,1
"Josh Beekman","Boston Col.",74,313,5.36,25.5,24,93,8.24,4.81,"OG",2007,130,10,1
"Josh Gattis","Wake Forest",73,206,4.51,34.5,22,121,6.72,4.27,"S",2007,150,1,1
"Josh Swogger","Montana",76,237,5.12,28.5,NA,107,7.25,4.76,"QB",2007,300,0,0
"Josh Wilson","Maryland",69,189,4.39,36.5,20,120,7.07,4.43,"CB",2007,55,35,1
"Julius Wilson","Ala-Birmingham",76,327,5.43,27,NA,103,8.33,5,"OT",2007,300,0,0
"Justin Blalock","Texas",75,320,5.1,28.5,40,101,7.75,4.72,"OG",2007,39,53,1
"Justin Durant","Kansas State",73,230,4.51,36,25,121,6.77,4.09,"ILB",2007,48,38,1
"Justin Harrell","Tennessee",76,300,5.04,30.5,24,108,7.63,4.79,"DT",2007,16,3,1
"Justin Hickman","UCLA",73,254,4.75,29.5,23,115,7.06,4.43,"OLB",2007,300,0,0
"Justin Medlock","UCLA",72,201,4.89,NA,NA,NA,NA,NA,"K",2007,160,2,1
"Justin Rogers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,180,3,1
"Justin Warren","Texas A&M",75,245,4.85,29.5,16,115,NA,NA,"ILB",2007,300,0,0
"Justise Hairston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,208,0,1
"Juwan Simpson","Alabama",74,225,4.55,34.5,15,123,7.22,4.42,"OLB",2007,300,0,0
"KaMichael Hall","Georgia Tech",72,228,4.77,33,NA,111,7.5,4.62,"OLB",2007,300,0,0
"Kareem Brown","Miami (FL)",76,290,5.38,26.5,NA,96,NA,NA,"DT",2007,127,1,1
"Kasey Studdard","Texas",74,303,5.18,NA,32,NA,NA,NA,"OG",2007,183,8,1
"Keith Jackson","Arkansas",72,305,5.05,30,33,NA,7.65,4.56,"DT",2007,248,0,1
"Kelvin Smith","Syracuse",74,240,4.8,32,26,110,7.19,4.42,"ILB",2007,219,1,1
"Ken Shackleford","Georgia",77,322,5.3,24.5,28,102,8.35,5.05,"OT",2007,190,0,1
"Kenneth Darby","Alabama",70,211,4.75,30,19,108,7.25,4.53,"RB",2007,246,5,1
"Kenny Irons","Auburn",71,203,4.45,38,NA,123,7,4.17,"RB",2007,49,0,1
"Kenny Scott","Georgia Tech",73,179,4.39,40,10,127,NA,NA,"CB",2007,300,0,0
"Kevin Boss","Western Oregon",78,252,4.78,35,NA,116,6.96,4.41,"TE",2007,153,17,1
"Kevin Kolb","Houston",75,218,4.85,32.5,NA,112,6.94,4.44,"QB",2007,36,13,1
"Kevin Payne","La-Monroe",72,220,4.6,35,20,106,7,4.3,"S",2007,167,12,1
"Keyunta Dawson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,242,15,1
"Kody Bliss","Auburn",70,179,5.08,NA,NA,NA,NA,NA,"P",2007,300,0,0
"Kolby Smith","Louisville",71,220,4.5,38,18,114,7.22,4.34,"RB",2007,148,5,1
"Korey Hall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,191,1,1
"LaMarr Woodley","Michigan",73,266,4.74,NA,NA,NA,NA,NA,"DE",2007,46,56,1
"LaRon Landry","LSU",72,213,4.35,37.5,NA,123,NA,NA,"S",2007,6,38,1
"Larry Birdine","Oklahoma",76,261,5.02,32,21,107,7.47,4.76,"DE",2007,300,0,0
"Larry Brown","Oklahoma State",75,297,5.2,27,22,108,7.67,4.81,"DT",2007,300,0,0
"Laurent Robinson","Illinois State",74,199,4.38,39,19,127,6.83,4.28,"WR",2007,75,17,1
"Lawrence Timmons","Florida State",73,234,4.66,35,25,123,6.89,4.32,"OLB",2007,15,72,1
"Le'Ron McClain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,137,14,1
"Legedu Naanee","Boise State",74,225,4.41,40,19,119,NA,NA,"WR",2007,172,14,1
"Leon Hall","Michigan",71,193,4.39,37.5,15,125,6.5,4.07,"CB",2007,18,51,1
"Leonard Peters","Hawaii",73,210,4.8,32.5,21,110,7.49,NA,"S",2007,300,0,0
"Leroy Harris","North Carolina State",74,302,5.35,24.5,29,96,8,4.8,"C",2007,115,20,1
"Levi Brown","Penn State",77,323,5.4,25.5,31,97,7.87,4.89,"OT",2007,5,37,1
"Lorenzo Booker","Florida State",70,191,4.46,35.5,26,121,NA,NA,"RB",2007,71,5,1
"Luke Getsy","Akron",74,222,4.96,32.5,NA,106,6.95,4.46,"QB",2007,300,0,0
"Mansfield Wrotto","Georgia Tech",75,317,5.4,NA,27,92,8.34,4.92,"OG",2007,124,7,1
"Manuel Ramirez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,117,31,1
"Marcus Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,245,2,1
"Marcus McCauley","Fresno State",73,203,4.39,36,17,129,6.61,4.17,"CB",2007,72,6,1
"Marcus Paschal","Iowa",72,201,4.59,33,15,NA,7.31,4.72,"S",2007,300,0,0
"Marcus Thomas","Florida",75,314,5.23,NA,27,NA,NA,NA,"DT",2007,121,16,1
"Mario Henderson","Florida State",78,302,5.11,28.5,20,109,7.6,4.87,"OT",2007,91,14,1
"Mark Fenton","Colorado",76,290,5.15,NA,22,NA,NA,NA,"C",2007,300,0,0
"Marquay McDaniel","Kansas State",70,205,4.52,33.5,19,114,7.13,4.35,"WR",2007,300,0,0
"Marshal Yanda","Florida State",76,307,5.15,NA,NA,NA,NA,NA,"OT",2007,86,89,1
"Marshawn Lynch","California",71,215,4.46,35.5,20,125,7.05,4.55,"RB",2007,12,75,1
"Martrez Milner","Georgia",76,252,4.79,34,19,117,7.35,4.49,"TE",2007,133,1,1
"Marvin Mitchell","Tennessee",75,249,4.87,32,22,108,7.29,4.25,"ILB",2007,220,13,1
"Marvin White","TCU",73,199,4.54,33.5,17,NA,NA,NA,"S",2007,114,9,1
"Mason Crosby","Colorado",73,212,5.18,NA,NA,NA,NA,NA,"K",2007,193,33,1
"Matt Clark","Auburn",72,181,NA,NA,NA,NA,NA,NA,"K",2007,300,0,0
"Matt Gutierrez","Idaho State",76,232,5,29.5,NA,108,6.99,4.28,"QB",2007,300,0,0
"Matt Spaeth","Minnesota",79,270,4.83,NA,NA,NA,NA,NA,"TE",2007,77,3,1
"Matt Toeaina","Oregon",74,307,5.11,NA,26,NA,NA,NA,"DT",2007,187,13,1
"Matt Trannon","Michigan State",78,216,4.57,36.5,13,118,7.09,4.34,"WR",2007,300,0,0
"Melila Purcell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,200,0,1
"Michael Allan","Whitworth",78,255,4.71,36,19,123,7.31,4.52,"TE",2007,231,0,1
"Michael Bush","Louisville",73,243,4.62,NA,NA,NA,NA,NA,"RB",2007,100,25,1
"Michael Coe","Arkansas",73,190,4.53,35,17,122,6.78,4.31,"CB",2007,173,4,1
"Michael Griffin","Texas",72,202,4.45,36,16,120,6.6,4.1,"S",2007,19,54,1
"Michael Johnson","Arizona",75,205,4.62,33,15,114,7.04,4.32,"S",2007,224,15,1
"Michael Okwo","Stanford",71,232,4.7,35.5,20,121,7.12,4.43,"ILB",2007,94,0,1
"Mike Elgin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,247,0,1
"Mike Jones","Iowa",77,309,5.46,25.5,28,98,7.8,4.88,"OG",2007,300,0,0
"Mike Mason","Tennessee State",72,190,4.4,39.5,NA,129,6.94,4.08,"WR",2007,300,0,0
"Mike Otto","Purdue",77,308,5.2,26.5,20,105,7.62,4.67,"OT",2007,300,0,0
"Mkristo Bruce","Washington State",78,268,5,29,21,106,7.38,4.8,"DE",2007,300,0,0
"Nate Harris","Louisville",72,230,4.6,32,26,107,7.19,4.52,"OLB",2007,300,0,0
"Nate Ilaoa","Hawaii",69,245,4.77,30,25,103,7.1,4.42,"RB",2007,236,0,1
"Nic Schmitt","Virginia Tech",74,252,5.05,NA,NA,NA,NA,NA,"P",2007,300,0,0
"Nick Folk","Arizona",73,225,4.95,NA,NA,NA,NA,NA,"K",2007,178,26,1
"Nick Leeson","Virginia Tech",73,255,5.08,NA,NA,NA,NA,NA,"LS",2007,300,0,0
"Noland Burchette","Virginia Tech",74,259,4.73,NA,15,NA,NA,NA,"DE",2007,300,0,0
"Onrea Jones","Kansas State",71,202,4.42,39,NA,121,7.05,4.28,"WR",2007,300,0,0
"Oren O'Neal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,175,1,1
"Oscar Lua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,211,0,1
"Palauni Ma Sun","Oregon",77,319,5.86,24.5,22,91,8.7,5.01,"OG",2007,300,0,0
"Patrick Willis","Mississippi",73,242,4.51,39,22,119,7.23,4.46,"ILB",2007,11,92,1
"Paul Posluszny","Penn State",74,238,4.7,37,22,116,6.94,4.2,"OLB",2007,34,60,1
"Paul Soliai","Utah",76,344,5.1,29.5,NA,103,7.66,4.69,"DT",2007,108,42,1
"Paul Thompson","Oklahoma",76,216,4.62,33.5,NA,127,6.81,4.11,"WR",2007,300,0,0
"Paul Williams","Fresno State",73,205,4.45,38.5,NA,125,7.03,4.24,"WR",2007,80,1,1
"Prescott Burgess","Michigan",75,240,4.82,32.5,19,106,7.01,4.31,"OLB",2007,207,4,1
"Quentin Moses","Georgia",77,261,4.82,32,17,115,7.38,4.53,"DE",2007,65,6,1
"Quincy Black","New Mexico",74,240,4.42,41.5,24,124,6.86,4.34,"OLB",2007,68,20,1
"Quinn Pitcock","Ohio State",74,299,4.93,34,NA,112,NA,NA,"DT",2007,98,3,1
"Quintin Echols","Kansas State",73,328,5.4,NA,25,NA,NA,NA,"DT",2007,300,0,0
"Quinton Culberson","Mississippi State",73,236,4.77,29.5,18,113,NA,NA,"OLB",2007,300,0,0
"Ramonce Taylor","Texas College",70,195,4.5,34,NA,125,6.98,4.23,"RB",2007,300,0,0
"Ramzee Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,255,2,1
"Rashad Barksdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,201,1,1
"Ray McDonald","Florida",75,276,4.88,NA,NA,NA,NA,NA,"DE",2007,97,35,1
"Reagan Maui'a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,181,1,1
"Reggie Ball","Georgia Tech",71,203,4.67,30,15,112,6.9,4.19,"WR",2007,300,0,0
"Reggie Lewis","Florida",70,204,4.54,34,14,119,7.13,NA,"CB",2007,300,0,0
"Reggie Nelson","Florida",71,198,4.48,34.5,NA,NA,NA,NA,"S",2007,21,64,1
"Rhema McKnight","Notre Dame",73,211,4.53,34,NA,118,6.84,4.16,"WR",2007,300,0,0
"Robert Meachem","Tennessee",74,214,4.39,37.5,NA,121,6.97,4.31,"WR",2007,27,27,1
"Ronnie McGill","North Carolina",71,213,4.59,NA,22,NA,NA,NA,"RB",2007,300,0,0
"Rory Johnson","Mississippi",72,232,4.59,38,19,116,NA,4.07,"OLB",2007,300,0,0
"Roy Hall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,169,1,1
"Rufus Alexander","Oklahoma",73,228,4.79,35,25,117,7.06,4.3,"OLB",2007,176,1,1
"Ryan Harris","Notre Dame",76,305,5.09,25.5,22,100,7.78,4.52,"OT",2007,70,37,1
"Ryan Kalil","USC",75,299,4.96,26,34,104,7.5,4.34,"C",2007,59,73,1
"Ryan McBean","Oklahoma State",76,286,4.98,28,27,108,7.79,4.46,"DT",2007,132,12,1
"Ryan Moore","Miami (FL)",74,217,4.54,32,NA,110,6.87,4.35,"WR",2007,300,0,0
"Ryan Smith","Florida",70,174,4.51,NA,11,NA,NA,NA,"CB",2007,206,0,1
"Ryne Robinson","Miami (OH)",69,179,4.47,35,NA,123,6.71,4.21,"WR",2007,118,1,1
"Sabby Piscitelli","Oregon State",75,224,4.47,34.5,19,122,6.84,3.9,"S",2007,64,12,1
"Sam Olajubutu","Arkansas",69,227,4.77,34.5,24,118,7.33,4.34,"OLB",2007,300,0,0
"Samson Satele","Hawaii",75,300,5.24,33,25,101,7.47,4.29,"C",2007,60,46,1
"Scott Chandler","Iowa",79,270,4.78,30,16,111,7.26,4.32,"TE",2007,129,19,1
"Scott Stephenson","Iowa State",75,297,5.2,29.5,21,99,7.62,4.57,"C",2007,300,0,0
"Selvin Young","Texas",71,207,4.58,NA,NA,NA,NA,NA,"RB",2007,300,0,0
"Sidney Rice","South Carolina",75,200,4.51,39.5,NA,119,7.09,4.34,"WR",2007,44,34,1
"Stephen Berg","Arizona State",77,330,5.38,NA,19,NA,NA,NA,"OG",2007,300,0,0
"Stephen Nicholas","South Florida",73,232,4.64,33.5,29,110,7.29,4.45,"OLB",2007,109,28,1
"Stephon Heyer","Maryland",78,334,5.59,NA,30,94,NA,NA,"OT",2007,300,0,0
"Steve Breaston","Michigan",72,193,4.46,33,NA,124,6.9,4.29,"WR",2007,142,27,1
"Steve Smith","USC",72,197,4.44,38,NA,120,6.68,4.19,"WR",2007,51,24,1
"Steve Vallos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,232,8,1
"Stewart Bradley","Nebraska",76,254,4.72,35.5,28,112,7.29,4.17,"OLB",2007,87,20,1
"Syndric Steptoe","Arizona",69,194,4.59,33,17,NA,NA,NA,"WR",2007,234,2,1
"Syvelle Newton","South Carolina",73,218,4.64,NA,20,NA,NA,NA,"WR",2007,300,0,0
"Tala Esera","Hawaii",75,312,5.22,NA,NA,NA,NA,NA,"OT",2007,300,0,0
"Tanard Jackson","Syracuse",72,200,4.52,32.5,12,121,6.89,4.28,"S",2007,106,25,1
"Tarell Brown","Texas",71,190,4.45,33.5,17,111,7,4.37,"CB",2007,147,27,1
"Thomas Clayton","Kansas State",70,218,4.63,36.5,23,121,NA,NA,"RB",2007,186,0,1
"Tim Crowder","Texas",76,272,4.69,30.5,32,111,7.28,4.32,"DE",2007,56,12,1
"Tim Duckworth","Auburn",75,306,5.42,25,20,94,8.26,4.78,"OG",2007,300,0,0
"Tim Shaw","Penn State",73,236,4.51,36.5,26,116,7.01,4.12,"OLB",2007,164,8,1
"Toby Korrodi","Central Missouri State",75,234,5.37,25,NA,91,7.77,4.64,"QB",2007,300,0,0
"Tony Hunt","Penn State",74,233,4.68,NA,24,NA,NA,NA,"RB",2007,90,1,1
"Tony Taylor","Georgia",72,236,4.92,32,26,108,7.17,4.36,"OLB",2007,300,0,0
"Tony Ugoh","Arkansas",77,301,5.06,32.5,32,117,NA,NA,"OT",2007,42,21,1
"Travarous Bain","Kansas State",72,182,4.43,NA,10,NA,NA,NA,"CB",2007,300,0,0
"Trent Edwards","Stanford",76,231,4.76,NA,19,NA,7.14,4.46,"QB",2007,92,18,1
"Trey Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,185,5,1
"Troy Smith","Ohio State",72,225,4.72,NA,NA,NA,NA,NA,"QB",2007,174,7,1
"Trumaine McBride","Mississippi",69,185,4.57,34.5,14,122,6.96,4.32,"CB",2007,221,15,1
"Turk McBride","Tennessee",74,277,4.81,31,27,108,7.1,4.12,"DT",2007,54,14,1
"Tyler Ecker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,216,0,1
"Tyler Palko","Pittsburgh",73,215,4.83,31.5,NA,112,7.05,4.36,"QB",2007,300,0,0
"Tyler Thigpen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,217,11,1
"Tyron Brackenridge","Washington State",71,189,4.67,NA,NA,NA,NA,NA,"CB",2007,300,0,0
"Tyrone Moss","Miami (FL)",69,231,4.75,31,16,107,NA,4.56,"RB",2007,300,0,0
"Uche Nwaneri","Purdue",75,325,5.37,NA,24,NA,NA,NA,"OG",2007,149,36,1
"Usama Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,66,17,1
"Victor Abiamiri","Notre Dame",76,267,4.8,NA,25,NA,NA,NA,"DE",2007,57,6,1
"Victor DeGrate","Oklahoma State",75,249,4.77,NA,19,NA,NA,NA,"DE",2007,300,0,0
"Will Herring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,161,11,1
"William Gay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,170,42,1
"Yamon Figurs","Kansas State",71,174,4.3,NA,NA,123,6.85,4.21,"WR",2007,74,3,1
"Zac Taylor","Nebraska",74,216,5.06,30.5,NA,110,7.39,4.6,"QB",2007,300,0,0
"Zach Catanese","Arizona State",74,225,4.6,NA,24,NA,NA,NA,"S",2007,300,0,0
"Zach Diles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,218,16,1
"Zach Latimer","Oklahoma",74,237,4.78,34,19,109,7.27,4.45,"ILB",2007,300,0,0
"Zach Miller","Arizona State",76,256,4.87,34,NA,115,7.01,4.42,"TE",2007,38,30,1
"Zak DeOssie","Brown",77,250,4.58,34.5,26,122,6.89,4.22,"ILB",2007,116,15,1
"Adam Bishop","Nevada",77,248,4.98,27,21,113,7.14,4.28,"TE",2008,300,0,0
"Adam Tafralis","San Jose State",73,221,4.78,32,NA,108,7.14,4.33,"QB",2008,300,0,0
"Adamm Oliver","Georgia Tech",76,268,4.84,NA,29,NA,NA,NA,"DE",2008,300,0,0
"Adarius Bowman","Oklahoma State",75,223,4.74,NA,14,NA,NA,NA,"WR",2008,300,0,0
"Adrian Arrington","Michigan",75,203,4.55,NA,NA,NA,NA,NA,"WR",2008,237,2,1
"Ahtyba Rubin","Iowa State",75,315,5.2,28,35,106,8.05,5,"DT",2008,190,49,1
"Alex Brink","Washington State",74,211,4.96,28,NA,112,7.22,4.19,"QB",2008,223,0,1
"Alex Hall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,231,4,1
"Alexis Serna","Oregon State",66,170,4.62,NA,NA,NA,NA,NA,"K",2008,300,0,0
"Ali Highsmith","LSU",72,230,4.95,26.5,NA,112,7.4,4.29,"OLB",2008,300,0,0
"Allen Patrick","Oklahoma",73,198,4.55,NA,NA,NA,NA,NA,"RB",2008,240,0,1
"Alvin Bowen","Iowa State",73,223,4.79,34,15,119,7.21,4.3,"OLB",2008,147,1,1
"Andre Caldwell","Florida",72,204,4.35,33,NA,124,6.75,4.11,"WR",2008,97,13,1
"Andre Fluellen","Florida State",74,296,5,NA,28,NA,NA,NA,"DT",2008,87,8,1
"Andrew Crummey","Maryland",77,299,5.32,NA,NA,NA,NA,NA,"OG",2008,300,0,0
"Andrew Larson","California",72,202,4.94,NA,NA,NA,NA,NA,"P",2008,300,0,0
"Andy Studebaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,203,12,1
"Angelo Craig","Cincinnati",76,252,5.07,30.5,21,118,NA,NA,"OLB",2008,244,0,1
"Anthony Alridge","Houston",69,170,4.36,30.5,NA,134,6.88,NA,"RB",2008,300,0,0
"Anthony Collins","Kansas",77,317,5.54,22.5,26,97,7.71,4.87,"OT",2008,112,17,1
"Anthony Morelli","Penn State",76,231,5.07,26.5,16,108,7.43,4.6,"QB",2008,300,0,0
"Antoine Cason","Arizona",72,191,4.45,35.5,20,128,NA,4.08,"CB",2008,27,28,1
"Antwaun Molden","East. Kentucky",73,198,4.39,37.5,23,129,6.85,4.14,"CB",2008,79,5,1
"Aqib Talib","Kansas",73,202,4.44,38,10,131,6.82,4.22,"CB",2008,20,67,1
"Arman Shields","Richmond",73,194,4.37,37.5,19,128,6.67,3.96,"WR",2008,125,0,1
"Barry Booker","Virginia Tech",76,285,5.06,NA,24,NA,NA,NA,"DT",2008,300,0,0
"Barry Richardson","Clemson",79,320,5.45,25.5,24,100,8,5.16,"OT",2008,170,23,1
"Beau Bell","UNLV",73,244,4.9,NA,25,NA,NA,NA,"ILB",2008,104,1,1
"Ben Moffitt","South Florida",73,234,4.58,32.5,23,123,6.75,4.21,"ILB",2008,300,0,0
"BenJarvus Green-Ellis","Mississippi",71,219,4.6,30.5,24,114,NA,NA,"RB",2008,300,0,0
"Bernard Morris","Marshall",75,223,4.68,24.5,18,109,NA,NA,"QB",2008,300,0,0
"Billy Pittman","Texas",71,189,4.7,32.5,12,114,7.04,4.4,"WR",2008,300,0,0
"Bo Ruud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,197,0,1
"Brad Cottam","Tennessee",79,270,4.63,33,24,NA,NA,NA,"TE",2008,76,3,1
"Branden Albert","Virginia",78,309,5.17,26,23,111,7.97,4.78,"OG",2008,15,51,1
"Brandon Breazell","UCLA",72,160,4.41,30.5,NA,115,6.97,NA,"WR",2008,300,0,0
"Brandon Carr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,140,55,1
"Brandon Coutu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,235,1,1
"Brandon Flowers","Virginia Tech",70,189,4.55,30,14,117,NA,NA,"CB",2008,35,40,1
"Brandon Keith","New Mexico",77,343,5.27,26,31,NA,NA,NA,"OT",2008,225,9,1
"Brandon Sumrall","Southern Miss",70,195,4.6,30.5,NA,123,6.76,4.1,"CB",2008,300,0,0
"Breno Giacomini","Louisville",79,303,5.2,22.5,23,108,7.56,4.63,"OT",2008,150,40,1
"Brett Swain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,217,2,1
"Brian Bonner","TCU",71,196,4.61,31,17,113,7.21,4.43,"S",2008,300,0,0
"Brian Brohm","Louisville",75,230,4.81,30,NA,115,7.13,4.55,"QB",2008,56,1,1
"Brian Johnston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,210,1,1
"Brian Paysinger","Oregon",74,206,4.55,NA,NA,NA,NA,NA,"WR",2008,300,0,0
"Bruce Davis","UCLA",75,252,4.78,29,19,109,7.34,4.47,"OLB",2008,88,1,1
"Bryan Kehl","BYU",74,242,4.67,34,26,119,6.88,4.23,"OLB",2008,123,8,1
"Bryan Mattison","Iowa",75,290,5.05,24.5,26,112,7.61,4.7,"DE",2008,300,0,0
"Bryan Smith","McNeese State",74,231,4.74,32.5,17,120,7.22,4.4,"OLB",2008,80,2,1
"Calais Campbell","Miami (FL)",80,290,5.04,29.5,16,111,7.45,4.69,"DE",2008,50,104,1
"Caleb Campbell","Army",74,229,4.57,NA,24,NA,NA,NA,"S",2008,218,1,1
"Calvin Dawson","La-Monroe",68,199,4.5,NA,NA,NA,NA,NA,"RB",2008,300,0,0
"Carl Nicks","Nebraska",77,341,5.22,25.5,31,109,7.91,4.68,"OT",2008,164,48,1
"Carl Stewart","Auburn",73,230,4.66,39,30,134,7.12,4.5,"FB",2008,300,0,0
"Carlton Powell","Virginia Tech",74,292,5.1,22.5,23,108,7.78,4.87,"DT",2008,148,1,1
"Cary Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,229,31,1
"Chad Henne","Michigan",75,230,4.92,25.5,NA,106,7.17,4.4,"QB",2008,57,28,1
"Chad Rinehart","New Mexico",77,320,5.42,28.5,26,106,7.84,4.56,"OG",2008,96,23,1
"Chad Simpson","South Florida",69,216,4.4,32.5,NA,124,NA,NA,"RB",2008,300,0,0
"Charles Godfrey","Iowa",72,207,4.43,32.5,14,121,7.28,4.4,"CB",2008,67,29,1
"Chase Ortiz","TCU",74,249,4.9,29.5,24,108,7.03,4.23,"DE",2008,300,0,0
"Chauncey Washington","USC",71,211,4.45,NA,NA,NA,NA,NA,"RB",2008,213,1,1
"Chaz Schilens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,226,8,1
"Chester Adams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,222,0,1
"Chevis Jackson","LSU",72,192,4.52,36,13,125,6.96,4.15,"CB",2008,68,5,1
