"player_name_pfr","college_combine","Ht","Wt","X40yd","Vertical","Bench","Broad_Jump","X3Cone","Shuttle","pos_combine","combine_yr","Pick","Career_AV_New","draft_dummy"
"Ronald Leary","Memphis",75,315,5.23,29,30,104,7.87,4.91,"OG",2012,300,0,0
"Ronnell Lewis","Oklahoma",74,253,4.65,31,36,112,7.09,4.4,"OLB",2012,125,2,1
"Ronnie Hillman","San Diego State",69,200,4.42,37,17,NA,NA,NA,"RB",2012,67,18,1
"Rueben Randle","LSU",75,210,4.55,31,15,121,6.99,4.36,"WR",2012,63,22,1
"Russell Wilson","Wisconsin",71,204,4.53,34,NA,118,6.97,4.09,"QB",2012,75,121,1
"Ryan Baker","LSU",71,232,4.8,34,30,113,7.21,4.35,"OLB",2012,300,0,0
"Ryan Broyles","Oklahoma",70,192,4.57,NA,21,NA,NA,NA,"WR",2012,54,4,1
"Ryan Lindley","San Diego State",76,229,4.86,29.5,NA,108,7.52,4.45,"QB",2012,185,1,1
"Ryan Miller","Colorado",79,321,5.16,28,32,100,7.72,4.78,"OG",2012,160,2,1
"Ryan Steed","Furman",70,195,4.64,34,12,121,6.94,4.22,"CB",2012,300,0,0
"Ryan Tannehill","Texas A&M",76,221,4.65,NA,NA,NA,NA,NA,"QB",2012,8,77,1
"Scott Solomon","Rice",75,262,4.88,35,34,124,7.17,4.25,"DE",2012,211,3,1
"Sean Cattouse","California",74,211,4.74,34,NA,114,6.99,4.15,"S",2012,300,0,0
"Sean Richardson","Vanderbilt",74,216,4.43,38.5,22,128,7.01,4.44,"S",2012,300,0,0
"Sean Spence","Miami (FL)",71,231,4.66,33.5,12,119,7.46,4.28,"OLB",2012,86,13,1
"Senio Kelemete","Washington",76,307,5.39,25,21,101,7.77,4.58,"OG",2012,151,21,1
"Shaun Prater","Iowa",70,190,4.5,NA,14,NA,NA,NA,"CB",2012,156,3,1
"Shawn Loiseau","Merrimack",72,244,4.74,32.5,19,109,NA,NA,"ILB",2012,300,0,0
"Shawn Powell","Florida State",76,248,5.06,NA,NA,NA,NA,NA,"P",2012,300,0,0
"Shea McClellin","Boise State",75,260,4.62,31.5,19,118,7.07,4.33,"OLB",2012,19,18,1
"Stephen Hill","Georgia Tech",76,215,4.36,39.5,14,133,6.88,4.48,"WR",2012,43,5,1
"Stephon Gilmore","South Carolina",72,190,4.38,36,15,123,6.61,3.94,"CB",2012,10,66,1
"Steven Johnson","Kansas",72,239,4.71,36,16,113,7.32,4.38,"OLB",2012,300,0,0
"T.J. Graham","North Carolina State",71,188,4.34,33.5,8,120,6.77,4.18,"WR",2012,69,8,1
"T.Y. Hilton","Florida International",69,183,4.34,NA,NA,NA,NA,NA,"WR",2012,92,71,1
"Tahir Whitehead","Temple",73,233,4.62,37,21,124,7.14,4.37,"OLB",2012,138,42,1
"Tank Carder","TCU",74,236,4.58,34.5,19,121,6.89,4.18,"ILB",2012,147,6,1
"Tauren Poole","Tennessee",70,205,4.48,34,24,118,7.36,4.19,"RB",2012,300,0,0
"Tavon Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,48,19,1
"Taylor Dever","Notre Dame",77,298,5.4,28,18,100,7.49,4.9,"OT",2012,300,0,0
"Taylor Thompson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,145,1,1
"Terrance Ganaway","Baylor",71,239,4.61,37.5,NA,119,7.15,4.25,"RB",2012,202,1,1
"Terrell Manning","North Carolina State",74,237,4.71,32.5,22,114,7.18,4.43,"OLB",2012,163,1,1
"Terrence Frederick","Texas A&M",70,187,4.44,35,16,121,6.59,4.03,"CB",2012,246,2,1
"Tim Benford","Tennessee Tech",71,205,4.51,NA,15,NA,NA,NA,"WR",2012,300,0,0
"Tim Fugger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,214,1,1
"Tom Compton","South Dakota",77,314,5.01,30,20,108,7.59,4.6,"OT",2012,193,19,1
"Tommy Streeter","Miami (FL)",77,219,4.37,33,17,125,7.08,NA,"WR",2012,198,1,1
"Toney Clemons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,231,1,1
"Tony Bergstrom","Utah",77,313,5.19,29.5,32,101,7.95,4.84,"OT",2012,95,13,1
"Travian Robertson","South Carolina",76,302,5.12,26,30,102,NA,NA,"DT",2012,249,2,1
"Travis Benjamin","Miami (FL)",70,172,4.31,38,14,119,NA,NA,"WR",2012,100,26,1
"Travis Lewis","Oklahoma",73,246,4.83,36,22,122,NA,NA,"OLB",2012,223,5,1
"Trent Richardson","Alabama",69,228,4.48,NA,NA,NA,NA,NA,"RB",2012,3,18,1
"Trent Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,180,7,1
"Trevin Wade","Arizona",70,192,4.52,34.5,18,116,6.87,4,"CB",2012,245,6,1
"Trevor Guyton","California",75,285,5.01,31,NA,105,7.45,4.53,"DE",2012,219,0,1
"Trumaine Johnson","Montana",74,204,4.5,35.5,19,122,7.2,4.15,"CB",2012,65,32,1
"Tydreke Powell","North Carolina",74,311,5.28,28.5,29,99,7.31,4.62,"DT",2012,300,0,0
"Tyler Nielsen","Iowa",75,238,4.63,NA,21,NA,7.27,4.31,"OLB",2012,300,0,0
"Tyrone Crawford","Boise State",76,275,4.82,33,28,113,7.09,4.44,"DE",2012,81,35,1
"Vaughn Meatoga","Hawaii",73,294,4.93,30,27,108,7.1,4.21,"DT",2012,300,0,0
"Vick Ballard","Mississippi State",70,219,4.59,33,23,115,7.03,4.19,"RB",2012,170,6,1
"Vinny Curry","Marshall",75,266,4.87,32,NA,110,6.9,4.4,"DE",2012,59,23,1
"Vontaze Burfict","Arizona State",73,248,5,30,NA,104,NA,NA,"ILB",2012,300,0,0
"Whitney Mercilus","Illinois",76,261,4.68,32,27,118,7.17,4.53,"DE",2012,26,48,1
"Winston Guy","Kentucky",73,218,4.62,NA,NA,NA,NA,NA,"S",2012,181,4,1
"Zach Brown","North Carolina",73,244,4.44,33.5,NA,116,NA,NA,"OLB",2012,52,41,1
"Zebrie Sanders","Florida State",78,320,5.33,27,28,100,8.15,4.99,"OT",2012,144,1,1
"A.J. Klein","Iowa State",73,250,4.66,NA,20,113,NA,NA,"ILB",2013,148,34,1
"Aaron Dobson","Marshall",75,210,4.37,NA,NA,NA,NA,NA,"WR",2013,59,7,1
"Aaron Hester","UCLA",74,198,4.62,29,NA,112,7.26,4.33,"CB",2013,300,0,0
"Aaron Mellette","Elon",74,217,4.54,33.5,9,123,7.11,4.41,"WR",2013,238,0,1
"Abry Jones","Georgia",75,313,5.06,26.5,30,101,NA,NA,"DT",2013,300,0,0
"Ace Sanders","South Carolina",67,173,4.58,32,7,117,6.81,4.37,"WR",2013,101,4,1
"Adrian Bushell","Louisville",69,186,4.58,33,17,116,6.92,4.25,"CB",2013,300,0,0
"Akeem Spence","Illinois",73,307,5.15,30,37,107,7.82,4.72,"DT",2013,100,27,1
"Alan Bonner","Jacksonville State",70,193,4.59,33,14,117,NA,4.15,"WR",2013,195,1,1
"Alec Lemon","Syracuse",73,202,4.59,32,7,112,7.04,4.29,"WR",2013,300,0,0
"Alec Ogletree","Georgia",74,242,4.7,33.5,20,122,7.16,4.39,"OLB",2013,30,52,1
"Alex Dunnachie","Hawaii",75,217,4.97,NA,NA,NA,NA,NA,"P",2013,300,0,0
"Alex Okafor","Texas",76,264,4.78,NA,21,NA,NA,NA,"DE",2013,103,30,1
"Alvin Bailey","Arkansas",75,312,4.95,NA,27,NA,NA,NA,"OG",2013,300,0,0
"Andre Ellington","Clemson",69,199,4.61,34,NA,122,NA,NA,"RB",2013,187,19,1
"Anthony Cantele","Kansas State",70,180,4.76,NA,NA,NA,NA,NA,"K",2013,300,0,0
"Armonty Bryant","East Central (OK)",76,263,4.86,31.5,NA,118,7.32,5,"DE",2013,217,6,1
"Arthur Brown","Kansas State",72,241,4.62,NA,NA,116,NA,NA,"OLB",2013,56,4,1
"B.W. Webb","William & Mary",70,184,4.51,40.5,14,132,6.82,3.84,"CB",2013,114,14,1
"Bacarri Rambo","Georgia",72,211,4.56,NA,17,NA,NA,NA,"S",2013,191,9,1
"Barkevious Mingo","LSU",76,241,4.58,37,NA,128,6.84,4.39,"OLB",2013,6,26,1
"Barrett Jones","Alabama",76,306,5.43,NA,NA,NA,NA,NA,"C",2013,113,1,1
"Bennie Logan","LSU",74,309,5.08,25,30,104,7.53,4.67,"DT",2013,67,33,1
"Bjoern Werner","Florida State",75,266,4.83,31,25,111,7.3,4.4,"DE",2013,24,11,1
"Blidi Wreh-Wilson","Connecticut",73,195,4.53,36,14,128,6.97,4.12,"CB",2013,70,10,1
"Bobby Cowan","Idaho",76,219,5.13,NA,NA,NA,NA,NA,"P",2013,300,0,0
"Brad Sorensen","Southern Utah",76,229,4.97,29,NA,112,7.17,4.55,"QB",2013,221,1,1
"Brad Wing","LSU",74,205,4.86,NA,NA,NA,NA,NA,"P",2013,300,0,0
"Braden Brown","BYU",77,310,5.2,28,26,100,7.43,4.7,"OT",2013,300,0,0
"Braden Wilson","Kansas State",75,251,4.81,NA,22,NA,NA,NA,"FB",2013,204,0,1
"Brandon Hepburn","Florida A&M",74,240,4.68,32,21,124,7.4,4.55,"ILB",2013,245,1,1
"Brandon Jenkins","Florida State",74,251,5.07,NA,18,NA,NA,NA,"DE",2013,162,1,1
"Brandon Kaufman","East. Washington",77,216,4.67,33.5,9,115,7.11,4.44,"WR",2013,300,0,0
"Brandon Magee","Arizona State",71,223,4.74,NA,NA,114,NA,NA,"OLB",2013,300,0,0
"Brandon McGee","Miami (FL)",71,193,4.4,33.5,14,119,6.71,4.18,"CB",2013,149,2,1
"Brandon Williams","Missouri Southern",73,335,5.37,29.5,38,102,8.09,4.91,"DT",2013,94,49,1
"Braxston Cave","Notre Dame",75,303,5.33,25.5,NA,98,7.81,4.71,"C",2013,300,0,0
"Brennan Williams","North Carolina",78,318,5.27,NA,NA,NA,NA,NA,"OT",2013,89,0,1
"Brett Maher","Nebraska",72,186,4.89,NA,NA,NA,NA,NA,"K",2013,300,0,0
"Brian Schwenke","California",75,314,4.99,26.5,31,108,7.31,4.74,"C",2013,107,14,1
"Brian Winters","Kent State",76,320,5.22,NA,9,NA,NA,NA,"OG",2013,72,31,1
"Brice Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,209,10,1
"Bruce Taylor","Virginia Tech",73,237,5.01,30.5,19,115,7.21,4.39,"ILB",2013,300,0,0
"C.J. Anderson","California",68,224,4.6,32,17,119,7.15,4.12,"RB",2013,300,0,0
"Caleb Sturgis","Florida",70,188,4.77,NA,NA,NA,NA,NA,"K",2013,166,9,1
"Carter Bykowski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,246,1,1
"Chance Warmack","Alabama",74,317,5.49,NA,NA,110,NA,NA,"OG",2013,10,23,1
"Charles Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,216,8,1
"Chase Thomas","Stanford",75,244,4.91,32,18,113,7.17,4.31,"OLB",2013,300,0,0
"Chris Barker","Nevada",75,305,5.25,27.5,29,99,8.09,4.77,"OG",2013,300,0,0
"Chris Faulk","LSU",77,331,5.08,NA,25,NA,NA,NA,"OT",2013,300,0,0
"Chris Gragg","Arkansas",75,244,4.5,37.5,18,125,7.08,4.51,"TE",2013,222,2,1
"Chris Harper","Kansas State",73,229,4.55,35.5,20,116,6.89,4.39,"WR",2013,123,1,1
"Chris Pantale","Boston Col.",77,254,4.99,33.5,17,110,7.48,4.5,"TE",2013,300,0,0
"Chris Thompson","Florida State",67,192,4.42,NA,21,NA,NA,NA,"RB",2013,154,21,1
"Christine Michael","Texas A&M",70,220,4.54,43,27,125,6.69,4.02,"RB",2013,62,10,1
"Cierre Wood","Notre Dame",71,213,4.56,37.5,16,124,NA,NA,"RB",2013,300,0,0
"Cobi Hamilton","Arkansas",74,212,4.56,29.5,11,107,NA,4.31,"WR",2013,197,3,1
"Colby Cameron","Louisiana Tech",74,212,4.78,30.5,NA,112,6.98,4.28,"QB",2013,300,0,0
"Collin Klein","Kansas State",77,226,4.78,29,NA,111,7.17,4.4,"QB",2013,300,0,0
"Conner Vernon","Duke",72,196,4.68,32.5,NA,125,6.93,4.22,"WR",2013,300,0,0
"Cooper Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,152,2,1
"Cordarrelle Patterson","Tennessee",74,216,4.42,37,NA,128,NA,NA,"WR",2013,29,30,1
"Corey Fuller","Virginia Tech",74,204,4.43,31.5,12,120,NA,NA,"WR",2013,171,4,1
"Corey Lemonier","Auburn",75,255,4.6,33,27,119,7.14,4.4,"DE",2013,88,5,1
"Cornelius Washington","Georgia",76,265,4.55,39,36,128,NA,NA,"DE",2013,188,7,1
"Cory Grissom","South Florida",73,306,5.31,27.5,22,97,7.79,4.81,"DT",2013,300,0,0
"D.C. Jefferson","Rutgers",78,255,4.97,NA,3,NA,NA,NA,"TE",2013,219,1,1
"D.J. Fluker","Alabama",77,339,5.31,NA,21,NA,NA,NA,"OT",2013,11,45,1
"D.J. Swearinger","South Carolina",70,208,4.67,37,17,124,6.7,4.11,"S",2013,57,31,1
"D.J. Harper","Boise State",69,211,4.52,33.5,23,120,7.07,4.35,"RB",2013,300,0,0
"Da'Rick Rogers","Tennessee Tech",74,217,4.5,39.5,10,132,6.71,4.06,"WR",2013,300,0,0
"Daimion Stafford","Nebraska",72,221,4.69,30.5,21,111,7.06,NA,"S",2013,248,8,1
"Dallas Thomas","Tennessee",77,306,5.08,NA,NA,NA,NA,NA,"OT",2013,77,12,1
"Damion Square","Alabama",74,293,5.23,NA,NA,NA,NA,NA,"DE",2013,300,0,0
"Damontre Moore","Texas A&M",76,250,4.95,35.5,12,122,NA,NA,"DE",2013,81,6,1
"Darius Johnson","SMU",69,179,4.6,32,6,109,NA,4.53,"WR",2013,300,0,0
"Darius Slay","Mississippi State",72,192,4.36,35.5,14,124,6.9,4.21,"CB",2013,36,46,1
"Datone Jones","UCLA",76,283,4.8,31.5,29,112,7.32,4.32,"DE",2013,26,11,1
"David Amerson","North Carolina State",73,205,4.44,35.5,15,127,NA,NA,"CB",2013,51,21,1
"David Bakhtiari","Colorado",76,299,5.18,25.5,28,101,7.7,4.74,"OT",2013,109,88,1
"David Bass","Missouri Western State",76,262,4.84,30.5,20,111,7.07,4.33,"DE",2013,233,10,1
"David King",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,239,2,1
"David Quessenberry","San Jose State",77,302,5.08,29.5,25,112,7.49,4.45,"OT",2013,176,6,1
"DeAndre Hopkins","Clemson",73,214,4.57,36,15,115,NA,4.5,"WR",2013,27,69,1
"DeVonte Holloman","South Carolina",73,243,4.76,33,15,113,7.3,4.26,"OLB",2013,185,2,1
"Dee Milliner","Alabama",72,201,4.37,36,NA,122,6.95,4.32,"CB",2013,9,7,1
"Demetrius McCray","Appalachian State",73,187,4.54,36,4,126,7.17,4.32,"CB",2013,210,9,1
"Denard Robinson","Michigan",70,199,4.43,36.5,NA,123,7.09,4.22,"WR",2013,135,9,1
"Desmond Trufant","Washington",72,190,4.38,37.5,16,125,NA,3.85,"CB",2013,22,35,1
"Devin Taylor","South Carolina",79,266,4.72,35,14,128,6.89,4.3,"DE",2013,132,13,1
"Dion Jordan","Oregon",78,248,4.54,32.5,NA,122,7.02,4.35,"OLB",2013,3,11,1
"Dion Sims","Michigan State",77,262,4.75,35,22,112,7.36,4.52,"TE",2013,106,8,1
"Don Jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,250,3,1
"Duke Williams","Nevada",71,203,4.48,37.5,13,126,NA,4,"S",2013,105,9,1
"Duron Harmon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,91,22,1
"Dustin Hopkins","Florida State",74,193,4.74,33.5,NA,116,NA,NA,"K",2013,177,17,1
"Dwayne Gratz","Connecticut",71,201,4.47,38,22,125,6.7,4.15,"CB",2013,64,11,1
"Dylan Breeding","Arkansas",73,213,4.74,29,11,110,NA,NA,"P",2013,300,0,0
"EJ Manuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,16,11,1
"Earl Watford","James Madison",75,300,5.06,30,24,107,7.77,5,"OG",2013,116,16,1
"Earl Wolff","North Carolina State",71,209,4.44,39,NA,134,NA,4.07,"S",2013,136,5,1
"Eddie Lacy","Alabama",71,231,4.55,NA,NA,NA,NA,NA,"RB",2013,61,37,1
"Edmund Kugbila","Valdosta State",76,317,5.13,22.5,23,105,7.72,4.65,"OG",2013,108,1,1
"Emmett Cleary","Boston Col.",79,316,5.21,28.5,24,108,7.81,4.7,"OT",2013,300,0,0
"Eric Fisher","Central Michigan",79,306,5.05,28.5,27,116,7.59,4.44,"OT",2013,1,53,1
"Eric Herman","Ohio",76,320,5.25,28,36,95,7.99,5.09,"OG",2013,225,1,1
"Eric Kush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,170,11,1
"Eric Reid","LSU",73,213,4.53,40.5,17,134,6.99,4.22,"S",2013,18,33,1
"Etienne Sabino","Ohio State",74,247,4.75,NA,24,114,NA,NA,"OLB",2013,300,0,0
"Everett Dawkins","Florida State",74,292,5.06,30,23,103,7.61,4.88,"DT",2013,229,1,1
"Ezekiel Ansah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,40,1
"Garrett Gilkey","Chadron State",78,318,5.29,30,28,108,7.65,4.75,"OT",2013,227,3,1
"Gavin Escobar","San Diego State",78,254,4.84,32,NA,114,7.07,4.31,"TE",2013,47,3,1
"Geno Smith","West Virginia",74,218,4.58,33.5,NA,124,NA,NA,"QB",2013,39,16,1
"George Winn","Cincinnati",70,218,4.75,34.5,22,119,NA,NA,"RB",2013,300,0,0
"Gerald Hodges","Penn State",73,243,4.78,NA,22,119,NA,NA,"OLB",2013,120,19,1
"Giovani Bernard","North Carolina",68,202,4.53,33.5,19,122,6.91,4.12,"RB",2013,37,42,1
"Greg Reid","Florida State",68,190,4.46,NA,10,NA,NA,NA,"CB",2013,300,0,0
"Hugh Thornton","Illinois",75,320,5.11,NA,27,NA,7.45,4.63,"OG",2013,86,16,1
"J.C. Tretter","Cornell",76,307,5.09,29.5,29,109,7.48,4.69,"OG",2013,122,32,1
"Jake Knott","Iowa State",74,243,4.84,NA,NA,NA,NA,NA,"OLB",2013,300,0,0
"Jake Stoneburner","Ohio State",75,252,4.65,34.5,18,116,7.12,4.27,"TE",2013,300,0,0
"Jamaal Johnson-Webb","Alabama A&M",77,313,5.37,23,17,92,8.12,4.74,"OG",2013,300,0,0
"Jamar Taylor","Boise State",71,192,4.39,35,22,127,6.82,4.06,"CB",2013,54,17,1
"James Vandenberg","Iowa",75,226,4.92,32,NA,116,6.95,4.52,"QB",2013,300,0,0
"Jamie Collins","Southern Miss",75,250,4.64,41.5,19,139,7.1,4.32,"OLB",2013,52,59,1
"Jamoris Slaughter","Notre Dame",72,195,4.57,NA,NA,NA,NA,NA,"S",2013,175,0,1
"Jared Smith","New Hampshire",75,302,5.08,32.5,28,115,7.2,4.39,"DT",2013,241,0,1
"Jarvis Jones","Georgia",74,245,4.74,NA,NA,NA,NA,NA,"OLB",2013,17,18,1
"Jason Weaver","Southern Miss",76,313,5.44,21,23,94,8.23,5.07,"OT",2013,300,0,0
"Jawan Jamison","Rutgers",67,203,4.68,29,20,110,NA,NA,"RB",2013,228,0,1
"Jawanza Starling","USC",73,202,4.64,36,17,122,6.68,4.34,"S",2013,300,0,0
"Jeff Baca","UCLA",75,302,5.03,26.5,NA,100,7.26,4.44,"OG",2013,196,1,1
"Jeff Locke","UCLA",73,209,4.82,NA,NA,NA,NA,NA,"P",2013,155,7,1
"Jelani Jenkins","Florida",72,243,4.65,NA,27,NA,NA,NA,"ILB",2013,104,17,1
"Jeremy Harris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,208,1,1
"Jesse Williams","Alabama",75,323,4.94,NA,30,NA,NA,NA,"DT",2013,137,0,1
"Joe Kruger","Utah",78,269,4.83,34,24,117,7.17,4.46,"DE",2013,212,1,1
"John Boyett","Oregon",70,204,4.64,NA,27,NA,NA,NA,"S",2013,192,1,1
"John Jenkins","Georgia",76,346,5.21,NA,30,NA,NA,NA,"DT",2013,82,16,1
"John Lotulelei","UNLV",71,233,4.84,35.5,25,117,6.91,4.3,"OLB",2013,300,0,0
"John Simon","Ohio State",73,257,4.62,NA,NA,NA,NA,NA,"OLB",2013,129,35,1
"John Wetzel","Boston Col.",79,315,5.46,25,22,105,7.9,4.81,"OT",2013,300,0,0
"Johnathan Cyprien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,33,24,1
"Johnathan Franklin","UCLA",70,205,4.49,31.5,18,115,6.89,4.31,"RB",2013,125,2,1
"Johnathan Hankins","Ohio State",75,320,5.31,26,NA,104,7.59,4.61,"DT",2013,49,39,1
"Johnny Adams","Michigan State",70,185,4.48,NA,16,NA,NA,NA,"CB",2013,300,0,0
"Johnthan Banks","Mississippi State",74,185,4.61,34,10,125,6.97,4.27,"CB",2013,43,13,1
"Jonathan Bostic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,50,33,1
"Jonathan Cooper","North Carolina",74,311,5.07,27,35,108,7.78,4.84,"OG",2013,7,15,1
"Jonathan Meeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,143,3,1
"Jonathan Stewart","Texas A&M",76,242,4.68,31,19,118,7.44,4.53,"ILB",2013,300,0,0
"Jordan Devey","Memphis",79,317,5.25,24,21,98,7.91,4.77,"OT",2013,300,0,0
"Jordan Hill","Penn State",73,303,5.23,22.5,28,103,7.49,4.51,"DT",2013,87,7,1
"Jordan Mills","Louisiana Tech",77,316,5.37,28.5,20,101,8.1,4.88,"OT",2013,163,41,1
"Jordan Poyer","Oregon State",72,191,4.54,30.5,8,118,6.87,4.18,"CB",2013,218,31,1
"Jordan Reed","Florida",74,236,4.72,NA,16,NA,NA,NA,"TE",2013,85,26,1
"Joseph Fauria","UCLA",79,259,4.82,NA,17,NA,NA,NA,"TE",2013,300,0,0
"Joseph Randle","Oklahoma State",72,204,4.63,35,NA,123,NA,NA,"RB",2013,151,8,1
"Josh Boyce","TCU",71,206,4.38,34,22,131,6.68,4.1,"WR",2013,102,2,1
"Josh Boyd","Mississippi State",75,310,5.14,26.5,32,104,7.16,4.64,"DT",2013,167,5,1
"Josh Hubner","Arizona State",76,232,5.06,NA,13,NA,NA,NA,"P",2013,300,0,0
"Josh Johnson","Purdue",69,199,4.65,35,16,114,6.99,4.25,"CB",2013,300,0,0
"Justice Cunningham","South Carolina",75,258,4.94,31.5,NA,116,7.12,4.45,"TE",2013,254,1,1
"Justin Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,186,2,1
"Justin Hunter","Tennessee",76,196,4.44,39.5,NA,136,NA,4.33,"WR",2013,34,10,1
"Justin Pugh","Syracuse",76,307,5.12,28.5,NA,103,7.45,4.63,"OT",2013,19,42,1
"Kapron Lewis-Moore","Notre Dame",76,298,4.95,NA,NA,NA,NA,NA,"DT",2013,200,1,1
"Kawann Short","Purdue",75,299,5.08,NA,NA,NA,NA,NA,"DT",2013,44,41,1
"Kayvon Webster","South Florida",70,195,4.41,35,14,125,NA,NA,"CB",2013,90,10,1
"Keelan Johnson","Arizona State",72,209,4.54,36.5,12,125,6.77,4.07,"S",2013,300,0,0
"Keenan Allen","California",74,206,4.58,NA,NA,NA,NA,NA,"WR",2013,76,57,1
"Keith Pough","Howard",74,239,4.87,33,17,118,7.28,4.47,"ILB",2013,300,0,0
"Kemal Ishmael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,243,14,1
"Kenbrell Thompkins","Cincinnati",73,193,4.54,33.5,8,121,6.88,4.21,"WR",2013,300,0,0
"Kenjon Barner","Oregon",69,196,4.52,35.5,20,122,6.87,4.2,"RB",2013,182,5,1
"Kenny Stills","Oklahoma",72,194,4.38,33.5,16,124,NA,4.35,"WR",2013,144,35,1
"Kenny Vaccaro","Texas",72,214,4.63,38,15,121,6.78,4.06,"S",2013,15,32,1
"Kerwynn Williams","Utah State",68,195,4.48,35,17,118,7.15,4.15,"RB",2013,230,7,1
"Kevin Dorsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,224,1,1
"Kevin Minter","LSU",72,246,4.81,33,25,119,NA,NA,"ILB",2013,45,27,1
"Kevin Reddick","North Carolina",73,243,4.72,NA,23,113,NA,NA,"ILB",2013,300,0,0
"Khaled Holmes","USC",75,302,5.29,NA,13,NA,NA,NA,"C",2013,121,5,1
"Khalid Wooten","Nevada",71,210,4.53,33.5,17,117,6.95,4.18,"CB",2013,202,1,1
"Khaseem Greene","Rutgers",73,241,4.71,30,17,116,7.58,4.2,"OLB",2013,117,4,1
"Kiko Alonso","Oregon",75,238,4.74,NA,NA,NA,NA,NA,"ILB",2013,46,33,1
"Knile Davis","Arkansas",71,227,4.37,33.5,31,121,6.96,4.38,"RB",2013,96,11,1
"Kwame Geathers","Georgia",77,342,5.44,26.5,NA,96,8.11,5.27,"DT",2013,300,0,0
"Kyle Juszczyk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,130,16,1
"Kyle Long","Oregon",78,313,4.91,28,NA,107,7.83,4.63,"OG",2013,20,42,1
"Lamar Mady","Youngstown State",74,317,5.48,23,35,95,8.07,4.82,"OG",2013,300,0,0
"Landry Jones","Oklahoma",76,225,5.11,31,NA,115,7.12,4.3,"QB",2013,115,5,1
"Lane Johnson","Oklahoma",78,303,4.72,34,28,118,7.31,4.52,"OT",2013,4,55,1
"Lanear Sampson","Baylor",71,204,4.46,33.5,20,119,7.1,4.38,"WR",2013,300,0,0
"Larry Warford","Kentucky",75,332,5.58,22.5,28,96,7.78,5.1,"OG",2013,65,48,1
"Latavius Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,181,39,1
"Lavar Edwards","LSU",76,277,4.8,33,NA,119,7.03,4.51,"DE",2013,142,2,1
"Le'Veon Bell","Michigan State",73,230,4.6,31.5,24,118,6.75,4.24,"RB",2013,48,63,1
"Leon McFadden","San Diego State",70,193,4.54,34.5,10,119,6.81,4.27,"CB",2013,68,3,1
"Lerentee McCray","Florida",74,250,4.74,NA,NA,NA,NA,NA,"OLB",2013,300,0,0
"Levine Toilolo","Stanford",80,260,4.86,31,17,113,7.09,4.57,"TE",2013,133,9,1
"Logan Ryan","Rutgers",71,191,4.56,32.5,14,116,6.69,4.06,"CB",2013,83,37,1
"Lonnie Pryor","Florida State",71,227,4.7,30,17,114,7.28,4.55,"FB",2013,300,0,0
"Luke Ingram","Hawaii",77,258,5.05,NA,24,106,NA,NA,"LS",2013,300,0,0
"Luke Joeckel","Texas A&M",78,306,5.3,28.5,27,106,7.4,4.68,"OT",2013,2,21,1
"Luke Marquardt","Azusa Pacific",80,315,5.34,NA,31,NA,NA,NA,"OT",2013,300,0,0
"Luke Willson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,158,13,1
"Malliciah Goodman","Clemson",76,276,4.87,31.5,26,114,NA,NA,"DE",2013,127,6,1
"Manti Te'o","Notre Dame",73,241,4.82,33,NA,113,7.13,4.27,"ILB",2013,38,21,1
"Marc Anthony","California",71,196,4.63,35,12,118,6.74,4.07,"CB",2013,247,0,1
"Marcus Cooper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,252,14,1
"Marcus Davis","Virginia Tech",75,233,4.56,39.5,19,120,7.15,NA,"WR",2013,300,0,0
"Marcus Lattimore","South Carolina",71,221,4.65,NA,NA,NA,NA,NA,"RB",2013,131,1,1
"Margus Hunt","SMU",80,277,4.62,34.5,38,121,7.07,4.51,"DE",2013,53,18,1
